query	pmid	title	journal	pubdate
(Ribisl Kurt [AUTH] University of North Carolina [AFFL] OR Ribisl K [AUTH] University of North Carolina [AFFL]) AND (Brewer Noel [AUTH] University of North Carolina [AFFL] OR Brewer N [AUTH] University of North Carolina [AFFL])	24151139	Smokers' and nonsmokers' beliefs about harmful tobacco constituents: implications for FDA communication efforts.	Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco	2014
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	36081760	Inadvertent Transfer of Murine VL30 Retrotransposons to CAR-T Cells.	Advances in cell and gene therapy	2022
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	35443752	Targeting brain lesions of non-small cell lung cancer by enhancing CCL2-mediated CAR-T cell migration.	Nature communications	2022
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	35022195	Targeting disialoganglioside GD2 with chimeric antigen receptor-redirected T cells in lung cancer.	Journal for immunotherapy of cancer	2022
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	34746799	Dual Targeting CAR-T Cells with Optimal Costimulation and Metabolic Fitness enhance Antitumor Activity and Prevent Escape in Solid Tumors.	Nature cancer	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	34666347	Pretherapy metabolic tumor volume is associated with response to CD30 CAR T cells in Hodgkin lymphoma.	Blood advances	2022
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	34613775	Fibrin gel enhances the antitumor effects of chimeric antigen receptor T cells in glioblastoma.	Science advances	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33898999	GD2-specific CAR T cells encapsulated in an injectable hydrogel control retinoblastoma and preserve vision.	Nature cancer	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33858858	CAR T cells Targeting Human Immunoglobulin Light Chains Eradicate Mature B-cell Malignancies While Sparing a Subset of Normal B Cells.	Clinical cancer research : an official journal of the American Association for Cancer Research	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33624095	Utility of a safety switch to abrogate CD19.CAR T-cell-associated neurotoxicity.	Blood	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33547226	Modifications to the Framework Regions Eliminate Chimeric Antigen Receptor Tonic Signaling.	Cancer immunology research	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33531429	Preclinical Evaluation of B7-H3-specific Chimeric Antigen Receptor T Cells for the Treatment of Acute Myeloid Leukemia.	Clinical cancer research : an official journal of the American Association for Cancer Research	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33434072	Extending the Promise of Chimeric Antigen Receptor T-Cell Therapy Beyond Targeting CD19+ Tumors.	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2021
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33259598	Long-term remission in multiply relapsed enteropathy-associated T-cell lymphoma following CD30 CAR T-cell therapy.	Blood advances	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	33046868	Anti-GD2 CAR-NKT cells in patients with relapsed or refractory neuroblastoma: an interim analysis.	Nature medicine	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	32701411	Anti-CD30 CAR-T Cell Therapy in Relapsed and Refractory Hodgkin Lymphoma.	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	32015548	Interleukin-23 engineering improves CAR T cell function in solid tumors.	Nature biotechnology	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	32015021	Enhancing Chimeric Antigen Receptor T-Cell Efficacy in Solid Tumors.	Clinical cancer research : an official journal of the American Association for Cancer Research	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	32004441	THEMIS-SHP1 Recruitment by 4-1BB Tunes LCK-Mediated Priming of Chimeric Antigen Receptor-Redirected T Cells.	Cancer cell	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	31719055	A High-Avidity T-cell Receptor Redirects Natural Killer T-cell Specificity and Outcompetes the Endogenous Invariant T-cell Receptor.	Cancer immunology research	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	31484667	NKT Cells Coexpressing a GD2-Specific Chimeric Antigen Receptor and IL15 Show Enhanced In Vivo Persistence and Antitumor Activity against Neuroblastoma.	Clinical cancer research : an official journal of the American Association for Cancer Research	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	31479522	In vitro elimination of epidermal growth factor receptor-overexpressing cancer cells by CD32A-chimeric receptor T cells in combination with cetuximab or panitumumab.	International journal of cancer	2020
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	31466914	B7-H3-redirected chimeric antigen receptor T cells target glioblastoma and neurospheres.	EBioMedicine	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	31040928	Safety and efficacy of targeting CD138 with a chimeric antigen receptor for the treatment of multiple myeloma.	Oncotarget	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	30842091	Cancer Immunotherapy with T Cells Carrying Bispecific Receptors That Mimic Antibodies.	Cancer immunology research	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	30753824	Antitumor Responses in the Absence of Toxicity in Solid Tumors by Targeting B7-H3 via Chimeric Antigen Receptor T Cells.	Cancer cell	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	30617136	Eradication of Neuroblastoma by T Cells Redirected with an Optimized GD2-Specific Chimeric Antigen Receptor and Interleukin-15.	Clinical cancer research : an official journal of the American Association for Cancer Research	2019
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	30087115	CD30-Redirected Chimeric Antigen Receptor T Cells Target CD30+ and CD30- Embryonal Carcinoma via Antigen-Dependent and Fas/FasL Interactions.	Cancer immunology research	2018
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	29491184	Constitutive and TNFα-inducible expression of chondroitin sulfate proteoglycan 4 in glioblastoma and neurospheres: Implications for CAR-T cell therapy.	Science translational medicine	2018
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	28725044	Cord blood NK cells engineered to express IL-15 and a CD19-targeted CAR show long-term persistence and potent antitumor activity.	Leukemia	2018
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	28602436	CAR T Cells Administered in Combination with Lymphodepletion and PD-1 Inhibition to Patients with Neuroblastoma.	Molecular therapy : the journal of the American Society of Gene Therapy	2017
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	28187946	Inducible Caspase-9 Selectively Modulates the Toxicities of CD19-Specific Chimeric Antigen Receptor-Modified T Cells.	Molecular therapy : the journal of the American Society of Gene Therapy	2017
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	27207792	Utilizing cell-based therapeutics to overcome immune evasion in hematologic malignancies.	Blood	2016
(Savoldo Barbara [AUTH] University of North Carolina [AFFL] OR Savoldo B [AUTH] University of North Carolina [AFFL]) AND (Dotti Gianpietro [AUTH] University of North Carolina [AFFL] OR Dotti G [AUTH] University of North Carolina [AFFL])	26797495	Chimeric antigen receptor-redirected T cells return to the bench.	Seminars in immunology	2016
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	35862771	A Multitrait Locus Regulates Sarbecovirus Pathogenesis.	mBio	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	33184236	SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.	Science (New York, N.Y.)	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Graham Rachel [AUTH] University of North Carolina [AFFL] OR Graham R [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	36192374	IgG-like bispecific antibodies with potent and synergistic neutralization against circulating SARS-CoV-2 variants of concern.	Nature communications	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	35879412	Genome-wide bidirectional CRISPR screens identify mucins as host factors modulating SARS-CoV-2 infection.	Nature genetics	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	35862771	A Multitrait Locus Regulates Sarbecovirus Pathogenesis.	mBio	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	35857635	SARS-CoV-2 infection produces chronic pulmonary epithelial and immune cell dysfunction with fibrosis in mice.	Science translational medicine	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34710354	Stabilized coronavirus spike stem elicits a broadly protective antibody.	Cell reports	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34619077	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	Cell	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34289384	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	Cell reports	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34270939	COVID-19 vaccine mRNA-1273 elicits a protective immune profile in mice that is not associated with vaccine-enhanced disease upon SARS-CoV-2 challenge.	Immunity	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	34214046	Chimeric spike mRNA vaccines protect against Sarbecovirus challenge in mice.	Science (New York, N.Y.)	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33758837	Chimeric spike mRNA vaccines protect against Sarbecovirus challenge in mice.	bioRxiv : the preprint server for biology	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33561864	SARS-CoV-2 infection is effectively treated and prevented by EIDD-2801.	Nature	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33513210	Baseline T cell immune phenotypes predict virologic and disease control upon SARS-CoV infection in Collaborative Cross mice.	PLoS pathogens	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33469219	Publisher Correction: A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33427208	Dissecting strategies to tune the therapeutic potential of SARS-CoV-2-specific monoclonal antibody CR3022.	JCI insight	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33348607	A Newcastle Disease Virus (NDV) Expressing a Membrane-Anchored Spike as a Cost-Effective Inactivated SARS-CoV-2 Vaccine.	Vaccines	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33232870	Newcastle disease virus (NDV) expressing the spike protein of SARS-CoV-2 as a live virus vaccine candidate.	EBioMedicine	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33211088	Antibody potency, effector function, and combinations in protection and therapy for SARS-CoV-2 infection in vivo.	The Journal of experimental medicine	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33184236	SARS-CoV-2 D614G variant exhibits efficient replication ex vivo and transmission in vivo.	Science (New York, N.Y.)	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33160446	Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33139569	Rapid identification of a human antibody with high prophylactic and therapeutic efficacy in three animal models of SARS-CoV-2 infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33031744	A Mouse-Adapted SARS-CoV-2 Induces Acute Lung Injury and Mortality in Standard Laboratory Mice.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	33024969	SARS-CoV-2 D614G Variant Exhibits Enhanced Replication ex vivo and Earlier Transmission in vivo.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32995791	Baseline T cell immune phenotypes predict virologic and disease control upon SARS-CoV infection.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32995782	Antibody potency, effector function and combinations in protection from SARS-CoV-2 infection in vivo.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32995766	Acute SARS-CoV-2 Infection is Highly Cytopathic, Elicits a Robust Innate Immune Response and is Efficiently Prevented by EIDD-2801.	Research square	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32941803	High Potency of a Bivalent Human VH Domain in SARS-CoV-2 Animal Models.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32887790	Cell and animal models of SARS-CoV-2 pathogenesis and immunity.	Disease models & mechanisms	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32854108	A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32817941	Elicitation of potent neutralizing antibody responses by designed protein nanoparticle vaccines for SARS-CoV-2.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32756549	SARS-CoV-2 mRNA vaccine design enabled by prototype pathogen preparedness.	Nature	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32577634	SARS-CoV-2 mRNA Vaccine Development Enabled by Prototype Pathogen Preparedness.	bioRxiv : the preprint server for biology	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32526206	SARS-CoV-2 Reverse Genetics Reveals a Variable Infection Gradient in the Respiratory Tract.	Cell	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32348764	Complex Genetic Architecture Underlies Regulation of Influenza-A-Virus-Specific Antibody Responses in the Collaborative Cross.	Cell reports	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	35315683	Therapeutic treatment with an oral prodrug of the remdesivir parental nucleoside is protective against SARS-CoV-2 pathogenesis in mice.	Science translational medicine	2022
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34619077	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	Cell	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34547765	Fc-engineered antibody therapeutics with improved anti-SARS-CoV-2 efficacy.	Nature	2021
(Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34545367	Therapeutic efficacy of an oral nucleoside analog of remdesivir against SARS-CoV-2 pathogenesis in mice.	bioRxiv : the preprint server for biology	2021
